index_cluster,min_value_KRA_PREC_100m_chanel_0,max_value_KRA_PREC_100m_chanel_0,mean_value_KRA_PREC_100m_chanel_0,min_value_KRA_PREC_100m_chanel_1,max_value_KRA_PREC_100m_chanel_1,mean_value_KRA_PREC_100m_chanel_1,min_value_KRA_PREC_100m_chanel_2,max_value_KRA_PREC_100m_chanel_2,mean_value_KRA_PREC_100m_chanel_2,min_value_KRA_PREC_100m_chanel_3,max_value_KRA_PREC_100m_chanel_3,mean_value_KRA_PREC_100m_chanel_3,min_value_KRA_PREC_100m_chanel_4,max_value_KRA_PREC_100m_chanel_4,mean_value_KRA_PREC_100m_chanel_4,min_value_KRA_PREC_100m_chanel_5,max_value_KRA_PREC_100m_chanel_5,mean_value_KRA_PREC_100m_chanel_5,min_value_KRA_PREC_100m_chanel_6,max_value_KRA_PREC_100m_chanel_6,mean_value_KRA_PREC_100m_chanel_6,min_value_KRA_PREC_100m_chanel_7,max_value_KRA_PREC_100m_chanel_7,mean_value_KRA_PREC_100m_chanel_7,min_value_KRA_PREC_100m_chanel_8,max_value_KRA_PREC_100m_chanel_8,mean_value_KRA_PREC_100m_chanel_8,min_value_KRA_PREC_100m_chanel_9,max_value_KRA_PREC_100m_chanel_9,mean_value_KRA_PREC_100m_chanel_9,min_value_KRA_PREC_100m_chanel_10,max_value_KRA_PREC_100m_chanel_10,mean_value_KRA_PREC_100m_chanel_10,min_value_KRA_PREC_100m_chanel_11,max_value_KRA_PREC_100m_chanel_11,mean_value_KRA_PREC_100m_chanel_11,min_value_KRA_RELIEF_ASPECT_100m,max_value_KRA_RELIEF_ASPECT_100m,mean_value_KRA_RELIEF_ASPECT_100m,min_value_KRA_RELIEF_HEIGHT_100m,max_value_KRA_RELIEF_HEIGHT_100m,mean_value_KRA_RELIEF_HEIGHT_100m,min_value_KRA_RELIEF_SLOPE_100m,max_value_KRA_RELIEF_SLOPE_100m,mean_value_KRA_RELIEF_SLOPE_100m,Unnamed: 0,count_of_0.0,count_of_1.0,count_of_2.0,count_of_3.0,count_of_4.0,count_of_5.0,count_of_6.0,count_of_7.0,count_of_8.0,count_of_9.0,min_value_KRA_SUNNY_DAYS_APR_OCT_100m,max_value_KRA_SUNNY_DAYS_APR_OCT_100m,mean_value_KRA_SUNNY_DAYS_APR_OCT_100m,min_value_KRA_TAVG_100m_chanel_0,max_value_KRA_TAVG_100m_chanel_0,mean_value_KRA_TAVG_100m_chanel_0,min_value_KRA_TAVG_100m_chanel_1,max_value_KRA_TAVG_100m_chanel_1,mean_value_KRA_TAVG_100m_chanel_1,min_value_KRA_TAVG_100m_chanel_2,max_value_KRA_TAVG_100m_chanel_2,mean_value_KRA_TAVG_100m_chanel_2,min_value_KRA_TAVG_100m_chanel_3,max_value_KRA_TAVG_100m_chanel_3,mean_value_KRA_TAVG_100m_chanel_3,min_value_KRA_TAVG_100m_chanel_4,max_value_KRA_TAVG_100m_chanel_4,mean_value_KRA_TAVG_100m_chanel_4,min_value_KRA_TAVG_100m_chanel_5,max_value_KRA_TAVG_100m_chanel_5,mean_value_KRA_TAVG_100m_chanel_5,min_value_KRA_TAVG_100m_chanel_6,max_value_KRA_TAVG_100m_chanel_6,mean_value_KRA_TAVG_100m_chanel_6,min_value_KRA_TAVG_100m_chanel_7,max_value_KRA_TAVG_100m_chanel_7,mean_value_KRA_TAVG_100m_chanel_7,min_value_KRA_TAVG_100m_chanel_8,max_value_KRA_TAVG_100m_chanel_8,mean_value_KRA_TAVG_100m_chanel_8,min_value_KRA_TAVG_100m_chanel_9,max_value_KRA_TAVG_100m_chanel_9,mean_value_KRA_TAVG_100m_chanel_9,min_value_KRA_TAVG_100m_chanel_10,max_value_KRA_TAVG_100m_chanel_10,mean_value_KRA_TAVG_100m_chanel_10,min_value_KRA_TAVG_100m_chanel_11,max_value_KRA_TAVG_100m_chanel_11,mean_value_KRA_TAVG_100m_chanel_11,min_value_KRA_TMAX_100m_chanel_0,max_value_KRA_TMAX_100m_chanel_0,mean_value_KRA_TMAX_100m_chanel_0,min_value_KRA_TMAX_100m_chanel_1,max_value_KRA_TMAX_100m_chanel_1,mean_value_KRA_TMAX_100m_chanel_1,min_value_KRA_TMAX_100m_chanel_2,max_value_KRA_TMAX_100m_chanel_2,mean_value_KRA_TMAX_100m_chanel_2,min_value_KRA_TMAX_100m_chanel_3,max_value_KRA_TMAX_100m_chanel_3,mean_value_KRA_TMAX_100m_chanel_3,min_value_KRA_TMAX_100m_chanel_4,max_value_KRA_TMAX_100m_chanel_4,mean_value_KRA_TMAX_100m_chanel_4,min_value_KRA_TMAX_100m_chanel_5,max_value_KRA_TMAX_100m_chanel_5,mean_value_KRA_TMAX_100m_chanel_5,min_value_KRA_TMAX_100m_chanel_6,max_value_KRA_TMAX_100m_chanel_6,mean_value_KRA_TMAX_100m_chanel_6,min_value_KRA_TMAX_100m_chanel_7,max_value_KRA_TMAX_100m_chanel_7,mean_value_KRA_TMAX_100m_chanel_7,min_value_KRA_TMAX_100m_chanel_8,max_value_KRA_TMAX_100m_chanel_8,mean_value_KRA_TMAX_100m_chanel_8,min_value_KRA_TMAX_100m_chanel_9,max_value_KRA_TMAX_100m_chanel_9,mean_value_KRA_TMAX_100m_chanel_9,min_value_KRA_TMAX_100m_chanel_10,max_value_KRA_TMAX_100m_chanel_10,mean_value_KRA_TMAX_100m_chanel_10,min_value_KRA_TMAX_100m_chanel_11,max_value_KRA_TMAX_100m_chanel_11,mean_value_KRA_TMAX_100m_chanel_11,min_value_KRA_TMIN_100m_chanel_0,max_value_KRA_TMIN_100m_chanel_0,mean_value_KRA_TMIN_100m_chanel_0,min_value_KRA_TMIN_100m_chanel_1,max_value_KRA_TMIN_100m_chanel_1,mean_value_KRA_TMIN_100m_chanel_1,min_value_KRA_TMIN_100m_chanel_2,max_value_KRA_TMIN_100m_chanel_2,mean_value_KRA_TMIN_100m_chanel_2,min_value_KRA_TMIN_100m_chanel_3,max_value_KRA_TMIN_100m_chanel_3,mean_value_KRA_TMIN_100m_chanel_3,min_value_KRA_TMIN_100m_chanel_4,max_value_KRA_TMIN_100m_chanel_4,mean_value_KRA_TMIN_100m_chanel_4,min_value_KRA_TMIN_100m_chanel_5,max_value_KRA_TMIN_100m_chanel_5,mean_value_KRA_TMIN_100m_chanel_5,min_value_KRA_TMIN_100m_chanel_6,max_value_KRA_TMIN_100m_chanel_6,mean_value_KRA_TMIN_100m_chanel_6,min_value_KRA_TMIN_100m_chanel_7,max_value_KRA_TMIN_100m_chanel_7,mean_value_KRA_TMIN_100m_chanel_7,min_value_KRA_TMIN_100m_chanel_8,max_value_KRA_TMIN_100m_chanel_8,mean_value_KRA_TMIN_100m_chanel_8,min_value_KRA_TMIN_100m_chanel_9,max_value_KRA_TMIN_100m_chanel_9,mean_value_KRA_TMIN_100m_chanel_9,min_value_KRA_TMIN_100m_chanel_10,max_value_KRA_TMIN_100m_chanel_10,mean_value_KRA_TMIN_100m_chanel_10,min_value_KRA_TMIN_100m_chanel_11,max_value_KRA_TMIN_100m_chanel_11,mean_value_KRA_TMIN_100m_chanel_11,min_value_KRA_WATER_SEASONALYTY_100m,max_value_KRA_WATER_SEASONALYTY_100m,mean_value_KRA_WATER_SEASONALYTY_100m
420,65535.0,65535.0,65535.0,65535.0,65535.0,65535.0,65535.0,65535.0,65535.0,65535.0,65535.0,65535.0,65535.0,65535.0,65535.0,65535.0,65535.0,65535.0,65535.0,65535.0,65535.0,65535.0,65535.0,65535.0,65535.0,65535.0,65535.0,65535.0,65535.0,65535.0,65535.0,65535.0,65535.0,65535.0,65535.0,65535.0,180.0,180.0,180.0,1.0,1.0,1.0,0.2864765226840973,0.2864765226840973,0.2864765524864197,420,11,0,0,0,0,0,0,0,0,0,127.0,127.0,127.0,-2147483648.0,-2147483648.0,-2147483648.0,-2147483648.0,-2147483648.0,-2147483648.0,-2147483648.0,-2147483648.0,-2147483648.0,-2147483648.0,-2147483648.0,-2147483648.0,-2147483648.0,-2147483648.0,-2147483648.0,-2147483648.0,-2147483648.0,-2147483648.0,-2147483648.0,-2147483648.0,-2147483648.0,-2147483648.0,-2147483648.0,-2147483648.0,-2147483648.0,-2147483648.0,-2147483648.0,-2147483648.0,-2147483648.0,-2147483648.0,-2147483648.0,-2147483648.0,-2147483648.0,-2147483648.0,-2147483648.0,-2147483648.0,-2147483648.0,-2147483648.0,-2147483648.0,-2147483648.0,-2147483648.0,-2147483648.0,-2147483648.0,-2147483648.0,-2147483648.0,-2147483648.0,-2147483648.0,-2147483648.0,-2147483648.0,-2147483648.0,-2147483648.0,-2147483648.0,-2147483648.0,-2147483648.0,-2147483648.0,-2147483648.0,-2147483648.0,-2147483648.0,-2147483648.0,-2147483648.0,-2147483648.0,-2147483648.0,-2147483648.0,-2147483648.0,-2147483648.0,-2147483648.0,-2147483648.0,-2147483648.0,-2147483648.0,-2147483648.0,-2147483648.0,-2147483648.0,-2147483648.0,-2147483648.0,-2147483648.0,-2147483648.0,-2147483648.0,-2147483648.0,-2147483648.0,-2147483648.0,-2147483648.0,-2147483648.0,-2147483648.0,-2147483648.0,-2147483648.0,-2147483648.0,-2147483648.0,-2147483648.0,-2147483648.0,-2147483648.0,-2147483648.0,-2147483648.0,-2147483648.0,-2147483648.0,-2147483648.0,-2147483648.0,-2147483648.0,-2147483648.0,-2147483648.0,-2147483648.0,-2147483648.0,-2147483648.0,-2147483648.0,-2147483648.0,-2147483648.0,-2147483648.0,-2147483648.0,-2147483648.0,0.0,0.0,0.0
421,65535.0,65535.0,65535.0,65535.0,65535.0,65535.0,65535.0,65535.0,65535.0,65535.0,65535.0,65535.0,65535.0,65535.0,65535.0,65535.0,65535.0,65535.0,65535.0,65535.0,65535.0,65535.0,65535.0,65535.0,65535.0,65535.0,65535.0,65535.0,65535.0,65535.0,65535.0,65535.0,65535.0,65535.0,65535.0,65535.0,225.0,225.0,225.0,1.0,2.0,1.1428571939468384,0.4051356017589569,0.4051356017589569,0.4051356017589569,421,7,0,0,0,0,0,0,0,0,0,127.0,127.0,127.0,-2147483648.0,-2147483648.0,-2147483648.0,-2147483648.0,-2147483648.0,-2147483648.0,-2147483648.0,-2147483648.0,-2147483648.0,-2147483648.0,-2147483648.0,-2147483648.0,-2147483648.0,-2147483648.0,-2147483648.0,-2147483648.0,-2147483648.0,-2147483648.0,-2147483648.0,-2147483648.0,-2147483648.0,-2147483648.0,-2147483648.0,-2147483648.0,-2147483648.0,-2147483648.0,-2147483648.0,-2147483648.0,-2147483648.0,-2147483648.0,-2147483648.0,-2147483648.0,-2147483648.0,-2147483648.0,-2147483648.0,-2147483648.0,-2147483648.0,-2147483648.0,-2147483648.0,-2147483648.0,-2147483648.0,-2147483648.0,-2147483648.0,-2147483648.0,-2147483648.0,-2147483648.0,-2147483648.0,-2147483648.0,-2147483648.0,-2147483648.0,-2147483648.0,-2147483648.0,-2147483648.0,-2147483648.0,-2147483648.0,-2147483648.0,-2147483648.0,-2147483648.0,-2147483648.0,-2147483648.0,-2147483648.0,-2147483648.0,-2147483648.0,-2147483648.0,-2147483648.0,-2147483648.0,-2147483648.0,-2147483648.0,-2147483648.0,-2147483648.0,-2147483648.0,-2147483648.0,-2147483648.0,-2147483648.0,-2147483648.0,-2147483648.0,-2147483648.0,-2147483648.0,-2147483648.0,-2147483648.0,-2147483648.0,-2147483648.0,-2147483648.0,-2147483648.0,-2147483648.0,-2147483648.0,-2147483648.0,-2147483648.0,-2147483648.0,-2147483648.0,-2147483648.0,-2147483648.0,-2147483648.0,-2147483648.0,-2147483648.0,-2147483648.0,-2147483648.0,-2147483648.0,-2147483648.0,-2147483648.0,-2147483648.0,-2147483648.0,-2147483648.0,-2147483648.0,-2147483648.0,-2147483648.0,-2147483648.0,-2147483648.0,0.0,0.0,0.0
422,65535.0,65535.0,65535.0,65535.0,65535.0,65535.0,65535.0,65535.0,65535.0,65535.0,65535.0,65535.0,65535.0,65535.0,65535.0,65535.0,65535.0,65535.0,65535.0,65535.0,65535.0,65535.0,65535.0,65535.0,65535.0,65535.0,65535.0,65535.0,65535.0,65535.0,65535.0,65535.0,65535.0,65535.0,65535.0,65535.0,-99999.0,-99999.0,-99999.0,1.0,2.0,1.0256410837173462,0.0,0.0,0.0,422,39,0,0,0,0,0,0,0,0,0,127.0,127.0,127.0,-2147483648.0,-2147483648.0,-2147483648.0,-2147483648.0,-2147483648.0,-2147483648.0,-2147483648.0,-2147483648.0,-2147483648.0,-2147483648.0,-2147483648.0,-2147483648.0,-2147483648.0,-2147483648.0,-2147483648.0,-2147483648.0,-2147483648.0,-2147483648.0,-2147483648.0,-2147483648.0,-2147483648.0,-2147483648.0,-2147483648.0,-2147483648.0,-2147483648.0,-2147483648.0,-2147483648.0,-2147483648.0,-2147483648.0,-2147483648.0,-2147483648.0,-2147483648.0,-2147483648.0,-2147483648.0,-2147483648.0,-2147483648.0,-2147483648.0,-2147483648.0,-2147483648.0,-2147483648.0,-2147483648.0,-2147483648.0,-2147483648.0,-2147483648.0,-2147483648.0,-2147483648.0,-2147483648.0,-2147483648.0,-2147483648.0,-2147483648.0,-2147483648.0,-2147483648.0,-2147483648.0,-2147483648.0,-2147483648.0,-2147483648.0,-2147483648.0,-2147483648.0,-2147483648.0,-2147483648.0,-2147483648.0,-2147483648.0,-2147483648.0,-2147483648.0,-2147483648.0,-2147483648.0,-2147483648.0,-2147483648.0,-2147483648.0,-2147483648.0,-2147483648.0,-2147483648.0,-2147483648.0,-2147483648.0,-2147483648.0,-2147483648.0,-2147483648.0,-2147483648.0,-2147483648.0,-2147483648.0,-2147483648.0,-2147483648.0,-2147483648.0,-2147483648.0,-2147483648.0,-2147483648.0,-2147483648.0,-2147483648.0,-2147483648.0,-2147483648.0,-2147483648.0,-2147483648.0,-2147483648.0,-2147483648.0,-2147483648.0,-2147483648.0,-2147483648.0,-2147483648.0,-2147483648.0,-2147483648.0,-2147483648.0,-2147483648.0,-2147483648.0,-2147483648.0,-2147483648.0,-2147483648.0,-2147483648.0,-2147483648.0,0.0,0.0,0.0
423,46.0,46.0,46.0,39.0,39.0,39.0,36.0,36.0,36.0,37.0,38.0,37.90909194946289,48.0,48.0,48.0,57.0,58.0,57.09090805053711,57.0,57.0,57.0,49.0,49.0,49.0,46.0,47.0,46.09090805053711,37.0,38.0,37.09090805053711,47.0,48.0,47.09090805053711,60.0,60.0,60.0,-99999.0,-99999.0,-99999.0,1.0,2.0,1.090909123420715,0.0,0.0,0.0,423,11,0,0,0,0,0,0,0,0,0,127.0,127.0,127.0,-19.0,-19.0,-19.0,-12.0,-12.0,-12.0,33.0,33.0,33.0,113.0,113.0,113.0,169.0,169.0,169.0,215.0,215.0,215.0,239.0,239.0,239.0,231.0,231.0,231.0,177.0,177.0,177.0,110.0,110.0,110.0,44.0,44.0,44.0,4.0,4.0,4.0,7.0,7.0,7.0,64.0,64.0,64.0,106.0,107.0,106.09091186523438,148.0,149.0,148.09091186523438,207.0,207.0,207.0,253.0,253.0,253.0,279.0,279.0,279.0,274.0,274.0,274.0,218.0,219.0,218.9090881347656,147.0,147.0,147.0,70.0,70.0,70.0,27.0,27.0,27.0,-45.0,-44.0,-44.09090805053711,-41.0,-41.0,-41.0,2.0,3.0,2.909090995788574,77.0,78.0,77.90908813476562,130.0,131.0,130.90908813476562,176.0,177.0,176.90908813476562,199.0,199.0,199.0,187.0,188.0,187.9090881347656,135.0,135.0,135.0,72.0,73.0,72.90908813476562,17.0,18.0,17.909090042114258,-19.0,-18.0,-18.090909957885746,0.0,0.0,0.0
424,46.0,46.0,46.0,39.0,39.0,39.0,38.0,38.0,38.0,39.0,39.0,39.0,49.0,49.0,49.0,59.0,59.0,59.0,56.0,57.0,56.14285659790039,47.0,47.0,47.0,43.0,43.0,43.0,37.0,37.0,37.0,48.0,48.0,48.0,61.0,61.0,61.0,-99999.0,-99999.0,-99999.0,1.0,1.0,1.0,0.0,0.0,0.0,424,7,0,0,0,0,0,0,0,0,0,127.0,127.0,127.0,-20.0,-20.0,-20.0,-13.0,-13.0,-13.0,33.0,33.0,33.0,114.0,114.0,114.0,168.0,168.0,168.0,212.0,212.0,212.0,236.0,236.0,236.0,227.0,227.0,227.0,174.0,174.0,174.0,108.0,108.0,108.0,42.0,42.0,42.0,2.0,2.0,2.0,8.0,8.0,8.0,67.0,67.0,67.0,111.0,111.0,111.0,154.0,154.0,154.0,209.0,210.0,209.85714721679688,252.0,252.0,252.0,279.0,279.0,279.0,275.0,275.0,275.0,219.0,220.0,219.85714721679688,150.0,150.0,150.0,71.0,71.0,71.0,27.0,27.0,27.0,-49.0,-49.0,-49.0,-45.0,-45.0,-45.0,-1.0,-1.0,-1.0,74.0,74.0,74.0,127.0,127.0,127.0,172.0,172.0,172.0,193.0,193.0,193.0,180.0,180.0,180.0,129.0,129.0,129.0,66.0,66.0,66.0,13.0,13.0,13.0,-22.0,-22.0,-22.0,0.0,0.0,0.0
425,47.0,47.0,47.0,39.0,40.0,39.70000076293945,40.0,41.0,40.29999923706055,41.0,42.0,41.29999923706055,50.0,50.0,50.0,61.0,61.0,61.0,56.0,56.0,56.0,47.0,47.0,47.0,42.0,42.0,42.0,37.0,37.0,37.0,49.0,49.0,49.0,61.0,61.0,61.0,-99999.0,-99999.0,-99999.0,1.0,1.0,1.0,0.0,0.0,0.0,425,10,0,0,0,0,0,0,0,0,0,125.0,125.0,125.0,-21.0,-21.0,-21.0,-14.0,-14.0,-14.0,33.0,33.0,33.0,114.0,114.0,114.0,168.0,168.0,168.0,211.0,211.0,211.0,236.0,236.0,236.0,228.0,228.0,228.0,175.0,175.0,175.0,108.0,108.0,108.0,42.0,42.0,42.0,2.0,2.0,2.0,8.0,8.0,8.0,68.0,69.0,68.19999694824219,112.0,113.0,112.1999969482422,156.0,156.0,156.0,210.0,210.0,210.0,252.0,252.0,252.0,279.0,279.0,279.0,276.0,276.0,276.0,221.0,221.0,221.0,150.0,150.0,150.0,71.0,71.0,71.0,27.0,27.0,27.0,-50.0,-50.0,-50.0,-46.0,-46.0,-46.0,-3.0,-3.0,-3.0,72.0,72.0,72.0,125.0,125.0,125.0,171.0,171.0,171.0,192.0,192.0,192.0,180.0,180.0,180.0,128.0,129.0,128.8000030517578,66.0,66.0,66.0,13.0,13.0,13.0,-23.0,-23.0,-23.0,0.0,0.0,0.0
426,47.0,47.0,47.0,39.0,39.0,39.0,39.0,39.0,39.0,40.0,41.0,40.16666793823242,50.0,50.0,50.0,62.0,62.0,62.0,56.0,56.0,56.0,47.0,47.0,47.0,42.0,42.0,42.0,39.0,39.0,39.0,49.0,49.0,49.0,61.0,61.0,61.0,-99999.0,-99999.0,-99999.0,1.0,1.0,1.0,0.0,0.0,0.0,426,6,0,0,0,0,0,0,0,0,0,125.0,125.0,125.0,-21.0,-21.0,-21.0,-15.0,-15.0,-15.0,32.0,32.0,32.0,113.0,113.0,113.0,167.0,167.0,167.0,211.0,211.0,211.0,235.0,235.0,235.0,227.0,227.0,227.0,174.0,174.0,174.0,108.0,108.0,108.0,41.0,41.0,41.0,2.0,2.0,2.0,7.0,7.0,7.0,67.0,67.0,67.0,111.0,111.0,111.0,155.0,155.0,155.0,209.0,209.0,209.0,251.0,251.0,251.0,278.0,278.0,278.0,275.0,275.0,275.0,220.0,220.0,220.0,149.0,149.0,149.0,70.0,70.0,70.0,26.0,26.0,26.0,-50.0,-50.0,-50.0,-47.0,-46.0,-46.83333206176758,-4.0,-3.0,-3.3333332538604736,72.0,72.0,72.0,124.0,125.0,124.5,170.0,171.0,170.1666717529297,191.0,192.0,191.1666717529297,179.0,180.0,179.1666717529297,128.0,129.0,128.1666717529297,66.0,67.0,66.33333587646484,12.0,13.0,12.166666984558104,-23.0,-23.0,-23.0,0.0,0.0,0.0
427,46.0,46.0,46.0,39.0,39.0,39.0,37.0,37.0,37.0,37.0,38.0,37.33333206176758,48.0,48.0,48.0,58.0,58.0,58.0,57.0,57.0,57.0,49.0,49.0,49.0,45.0,45.0,45.0,37.0,38.0,37.5,47.0,47.0,47.0,60.0,60.0,60.0,180.0,180.0,180.0,1.0,1.0,1.0,0.2864765226840973,0.2864765226840973,0.2864765226840973,427,6,0,0,0,0,0,0,0,0,0,127.0,127.0,127.0,-19.0,-19.0,-19.0,-12.0,-12.0,-12.0,33.0,33.0,33.0,114.0,114.0,114.0,170.0,170.0,170.0,216.0,216.0,216.0,240.0,240.0,240.0,232.0,232.0,232.0,177.0,177.0,177.0,110.0,110.0,110.0,44.0,44.0,44.0,4.0,4.0,4.0,7.0,7.0,7.0,65.0,65.0,65.0,108.0,108.0,108.0,151.0,151.0,151.0,210.0,210.0,210.0,257.0,257.0,257.0,283.0,283.0,283.0,278.0,278.0,278.0,221.0,221.0,221.0,149.0,149.0,149.0,71.0,71.0,71.0,27.0,27.0,27.0,-45.0,-45.0,-45.0,-41.0,-41.0,-41.0,2.0,2.0,2.0,76.0,76.0,76.0,129.0,129.0,129.0,175.0,175.0,175.0,197.0,198.0,197.6666717529297,185.0,186.0,185.6666717529297,133.0,133.0,133.0,71.0,71.0,71.0,16.0,17.0,16.66666603088379,-20.0,-19.0,-19.33333396911621,0.0,0.0,0.0
428,46.0,47.0,46.5,38.0,39.0,38.5,38.0,40.0,38.5,40.0,41.0,40.20000076293945,50.0,51.0,50.900001525878906,61.0,62.0,61.20000076293945,56.0,56.0,56.0,47.0,47.0,47.0,41.0,42.0,41.70000076293945,37.0,38.0,37.79999923706055,49.0,49.0,49.0,61.0,61.0,61.0,-99999.0,-99999.0,-99999.0,1.0,1.0,1.0,0.0,0.0,0.0,428,10,0,0,0,0,0,0,0,0,0,125.0,125.0,125.0,-21.0,-20.0,-20.200000762939453,-13.0,-13.0,-13.0,34.0,34.0,34.0,115.0,115.0,115.0,168.0,168.0,168.0,212.0,212.0,212.0,237.0,237.0,237.0,229.0,230.0,229.1999969482422,176.0,176.0,176.0,109.0,109.0,109.0,42.0,42.0,42.0,2.0,2.0,2.0,9.0,9.0,9.0,71.0,72.0,71.30000305175781,115.0,116.0,115.3000030517578,159.0,159.0,159.0,212.0,213.0,212.1999969482422,254.0,254.0,254.0,283.0,283.0,283.0,280.0,281.0,280.3999938964844,224.0,225.0,224.3999938964844,152.0,153.0,152.8000030517578,72.0,73.0,72.19999694824219,28.0,28.0,28.0,-50.0,-50.0,-50.0,-47.0,-46.0,-46.20000076293945,-4.0,-3.0,-3.799999952316284,70.0,70.0,70.0,123.0,124.0,123.4000015258789,169.0,170.0,169.39999389648438,190.0,191.0,190.8000030517578,178.0,179.0,178.8000030517578,127.0,127.0,127.0,65.0,65.0,65.0,11.0,12.0,11.800000190734863,-24.0,-23.0,-23.200000762939453,0.0,0.0,0.0
429,47.0,47.0,47.0,38.0,39.0,38.125,37.0,38.0,37.25,38.0,38.0,38.0,51.0,51.0,51.0,62.0,62.0,62.0,56.0,56.0,56.0,46.0,46.0,46.0,39.0,39.0,39.0,39.0,39.0,39.0,49.0,49.0,49.0,61.0,61.0,61.0,-99999.0,-99999.0,-99999.0,1.0,1.0,1.0,0.0,0.0,0.0,429,8,0,0,0,0,0,0,0,0,0,123.0,123.0,123.0,-21.0,-21.0,-21.0,-14.0,-14.0,-14.0,32.0,32.0,32.0,114.0,114.0,114.0,167.0,167.0,167.0,210.0,210.0,210.0,235.0,235.0,235.0,227.0,227.0,227.0,174.0,174.0,174.0,107.0,107.0,107.0,41.0,41.0,41.0,1.0,1.0,1.0,8.0,8.0,8.0,69.0,69.0,69.0,114.0,114.0,114.0,158.0,158.0,158.0,212.0,212.0,212.0,254.0,254.0,254.0,282.0,282.0,282.0,278.0,279.0,278.625,222.0,222.0,222.0,151.0,151.0,151.0,72.0,72.0,72.0,27.0,27.0,27.0,-51.0,-51.0,-51.0,-47.0,-47.0,-47.0,-5.0,-5.0,-5.0,70.0,70.0,70.0,121.0,121.0,121.0,167.0,167.0,167.0,188.0,188.0,188.0,176.0,176.0,176.0,125.0,125.0,125.0,63.0,63.0,63.0,10.0,10.0,10.0,-25.0,-25.0,-25.0,0.0,0.0,0.0
430,47.0,47.0,47.0,39.0,40.0,39.13333511352539,37.0,40.0,38.33333206176758,39.0,40.0,39.26666641235352,49.0,50.0,49.86666488647461,60.0,60.0,60.0,56.0,56.0,56.0,48.0,48.0,48.0,42.0,42.0,42.0,38.0,38.0,38.0,48.0,49.0,48.33333206176758,61.0,61.0,61.0,-99999.0,-99999.0,-99999.0,1.0,1.0,1.0,0.0,0.0,0.0,430,15,0,0,0,0,0,0,0,0,0,126.0,126.0,126.0,-21.0,-21.0,-21.0,-13.0,-13.0,-13.0,33.0,33.0,33.0,114.0,114.0,114.0,168.0,168.0,168.0,212.0,212.0,212.0,236.0,236.0,236.0,228.0,228.0,228.0,174.0,174.0,174.0,108.0,108.0,108.0,42.0,42.0,42.0,2.0,2.0,2.0,9.0,9.0,9.0,69.0,70.0,69.26667022705078,113.0,114.0,113.26667022705078,156.0,157.0,156.26666259765625,211.0,212.0,211.3333282470703,254.0,254.0,254.0,281.0,281.0,281.0,277.0,278.0,277.26666259765625,221.0,222.0,221.86666870117188,151.0,152.0,151.26666259765625,73.0,73.0,73.0,27.0,28.0,27.26666641235352,-51.0,-51.0,-51.0,-46.0,-46.0,-46.0,-4.0,-3.0,-3.2666666507720947,71.0,72.0,71.26667022705078,124.0,124.0,124.0,169.0,169.0,169.0,191.0,191.0,191.0,178.0,178.0,178.0,126.0,127.0,126.66666412353516,64.0,65.0,64.66666412353516,11.0,12.0,11.666666984558104,-23.0,-23.0,-23.0,0.0,0.0,0.0
431,46.0,46.0,46.0,38.0,38.0,38.0,36.0,36.0,36.0,37.0,37.0,37.0,47.0,47.0,47.0,57.0,57.0,57.0,57.0,57.0,57.0,50.0,50.0,50.0,48.0,48.0,48.0,38.0,38.0,38.0,48.0,48.0,48.0,60.0,60.0,60.0,360.0,360.0,360.0,1.0,2.0,1.4285714626312256,0.2864765226840973,0.5729386806488037,0.5320155024528503,431,7,0,0,0,0,0,0,0,0,0,128.0,128.0,128.0,-17.0,-17.0,-17.0,-9.0,-9.0,-9.0,37.0,37.0,37.0,116.0,116.0,116.0,171.0,171.0,171.0,216.0,216.0,216.0,242.0,242.0,242.0,234.0,234.0,234.0,180.0,180.0,180.0,112.0,112.0,112.0,47.0,47.0,47.0,7.0,7.0,7.0,11.0,11.0,11.0,74.0,75.0,74.14286041259766,117.0,118.0,117.14286041259766,159.0,160.0,159.2857208251953,215.0,216.0,215.5714263916016,257.0,257.0,257.0,286.0,286.0,286.0,281.0,282.0,281.8571472167969,226.0,226.0,226.0,154.0,154.0,154.0,76.0,76.0,76.0,32.0,32.0,32.0,-46.0,-46.0,-46.0,-41.0,-41.0,-41.0,-1.0,-1.0,-1.0,73.0,73.0,73.0,128.0,128.0,128.0,175.0,175.0,175.0,199.0,199.0,199.0,187.0,187.0,187.0,134.0,134.0,134.0,71.0,71.0,71.0,17.0,17.0,17.0,-18.0,-18.0,-18.0,0.0,0.0,0.0
