index_cluster,min_value_KRA_PREC_100m_chanel_0,max_value_KRA_PREC_100m_chanel_0,mean_value_KRA_PREC_100m_chanel_0,min_value_KRA_PREC_100m_chanel_1,max_value_KRA_PREC_100m_chanel_1,mean_value_KRA_PREC_100m_chanel_1,min_value_KRA_PREC_100m_chanel_2,max_value_KRA_PREC_100m_chanel_2,mean_value_KRA_PREC_100m_chanel_2,min_value_KRA_PREC_100m_chanel_3,max_value_KRA_PREC_100m_chanel_3,mean_value_KRA_PREC_100m_chanel_3,min_value_KRA_PREC_100m_chanel_4,max_value_KRA_PREC_100m_chanel_4,mean_value_KRA_PREC_100m_chanel_4,min_value_KRA_PREC_100m_chanel_5,max_value_KRA_PREC_100m_chanel_5,mean_value_KRA_PREC_100m_chanel_5,min_value_KRA_PREC_100m_chanel_6,max_value_KRA_PREC_100m_chanel_6,mean_value_KRA_PREC_100m_chanel_6,min_value_KRA_PREC_100m_chanel_7,max_value_KRA_PREC_100m_chanel_7,mean_value_KRA_PREC_100m_chanel_7,min_value_KRA_PREC_100m_chanel_8,max_value_KRA_PREC_100m_chanel_8,mean_value_KRA_PREC_100m_chanel_8,min_value_KRA_PREC_100m_chanel_9,max_value_KRA_PREC_100m_chanel_9,mean_value_KRA_PREC_100m_chanel_9,min_value_KRA_PREC_100m_chanel_10,max_value_KRA_PREC_100m_chanel_10,mean_value_KRA_PREC_100m_chanel_10,min_value_KRA_PREC_100m_chanel_11,max_value_KRA_PREC_100m_chanel_11,mean_value_KRA_PREC_100m_chanel_11,min_value_KRA_RELIEF_ASPECT_100m,max_value_KRA_RELIEF_ASPECT_100m,mean_value_KRA_RELIEF_ASPECT_100m,min_value_KRA_RELIEF_HEIGHT_100m,max_value_KRA_RELIEF_HEIGHT_100m,mean_value_KRA_RELIEF_HEIGHT_100m,min_value_KRA_RELIEF_SLOPE_100m,max_value_KRA_RELIEF_SLOPE_100m,mean_value_KRA_RELIEF_SLOPE_100m,Unnamed: 0,count_of_0.0,count_of_1.0,count_of_2.0,count_of_3.0,count_of_4.0,count_of_5.0,count_of_6.0,count_of_7.0,count_of_8.0,count_of_9.0,min_value_KRA_SUNNY_DAYS_APR_OCT_100m,max_value_KRA_SUNNY_DAYS_APR_OCT_100m,mean_value_KRA_SUNNY_DAYS_APR_OCT_100m,min_value_KRA_TAVG_100m_chanel_0,max_value_KRA_TAVG_100m_chanel_0,mean_value_KRA_TAVG_100m_chanel_0,min_value_KRA_TAVG_100m_chanel_1,max_value_KRA_TAVG_100m_chanel_1,mean_value_KRA_TAVG_100m_chanel_1,min_value_KRA_TAVG_100m_chanel_2,max_value_KRA_TAVG_100m_chanel_2,mean_value_KRA_TAVG_100m_chanel_2,min_value_KRA_TAVG_100m_chanel_3,max_value_KRA_TAVG_100m_chanel_3,mean_value_KRA_TAVG_100m_chanel_3,min_value_KRA_TAVG_100m_chanel_4,max_value_KRA_TAVG_100m_chanel_4,mean_value_KRA_TAVG_100m_chanel_4,min_value_KRA_TAVG_100m_chanel_5,max_value_KRA_TAVG_100m_chanel_5,mean_value_KRA_TAVG_100m_chanel_5,min_value_KRA_TAVG_100m_chanel_6,max_value_KRA_TAVG_100m_chanel_6,mean_value_KRA_TAVG_100m_chanel_6,min_value_KRA_TAVG_100m_chanel_7,max_value_KRA_TAVG_100m_chanel_7,mean_value_KRA_TAVG_100m_chanel_7,min_value_KRA_TAVG_100m_chanel_8,max_value_KRA_TAVG_100m_chanel_8,mean_value_KRA_TAVG_100m_chanel_8,min_value_KRA_TAVG_100m_chanel_9,max_value_KRA_TAVG_100m_chanel_9,mean_value_KRA_TAVG_100m_chanel_9,min_value_KRA_TAVG_100m_chanel_10,max_value_KRA_TAVG_100m_chanel_10,mean_value_KRA_TAVG_100m_chanel_10,min_value_KRA_TAVG_100m_chanel_11,max_value_KRA_TAVG_100m_chanel_11,mean_value_KRA_TAVG_100m_chanel_11,min_value_KRA_TMAX_100m_chanel_0,max_value_KRA_TMAX_100m_chanel_0,mean_value_KRA_TMAX_100m_chanel_0,min_value_KRA_TMAX_100m_chanel_1,max_value_KRA_TMAX_100m_chanel_1,mean_value_KRA_TMAX_100m_chanel_1,min_value_KRA_TMAX_100m_chanel_2,max_value_KRA_TMAX_100m_chanel_2,mean_value_KRA_TMAX_100m_chanel_2,min_value_KRA_TMAX_100m_chanel_3,max_value_KRA_TMAX_100m_chanel_3,mean_value_KRA_TMAX_100m_chanel_3,min_value_KRA_TMAX_100m_chanel_4,max_value_KRA_TMAX_100m_chanel_4,mean_value_KRA_TMAX_100m_chanel_4,min_value_KRA_TMAX_100m_chanel_5,max_value_KRA_TMAX_100m_chanel_5,mean_value_KRA_TMAX_100m_chanel_5,min_value_KRA_TMAX_100m_chanel_6,max_value_KRA_TMAX_100m_chanel_6,mean_value_KRA_TMAX_100m_chanel_6,min_value_KRA_TMAX_100m_chanel_7,max_value_KRA_TMAX_100m_chanel_7,mean_value_KRA_TMAX_100m_chanel_7,min_value_KRA_TMAX_100m_chanel_8,max_value_KRA_TMAX_100m_chanel_8,mean_value_KRA_TMAX_100m_chanel_8,min_value_KRA_TMAX_100m_chanel_9,max_value_KRA_TMAX_100m_chanel_9,mean_value_KRA_TMAX_100m_chanel_9,min_value_KRA_TMAX_100m_chanel_10,max_value_KRA_TMAX_100m_chanel_10,mean_value_KRA_TMAX_100m_chanel_10,min_value_KRA_TMAX_100m_chanel_11,max_value_KRA_TMAX_100m_chanel_11,mean_value_KRA_TMAX_100m_chanel_11,min_value_KRA_TMIN_100m_chanel_0,max_value_KRA_TMIN_100m_chanel_0,mean_value_KRA_TMIN_100m_chanel_0,min_value_KRA_TMIN_100m_chanel_1,max_value_KRA_TMIN_100m_chanel_1,mean_value_KRA_TMIN_100m_chanel_1,min_value_KRA_TMIN_100m_chanel_2,max_value_KRA_TMIN_100m_chanel_2,mean_value_KRA_TMIN_100m_chanel_2,min_value_KRA_TMIN_100m_chanel_3,max_value_KRA_TMIN_100m_chanel_3,mean_value_KRA_TMIN_100m_chanel_3,min_value_KRA_TMIN_100m_chanel_4,max_value_KRA_TMIN_100m_chanel_4,mean_value_KRA_TMIN_100m_chanel_4,min_value_KRA_TMIN_100m_chanel_5,max_value_KRA_TMIN_100m_chanel_5,mean_value_KRA_TMIN_100m_chanel_5,min_value_KRA_TMIN_100m_chanel_6,max_value_KRA_TMIN_100m_chanel_6,mean_value_KRA_TMIN_100m_chanel_6,min_value_KRA_TMIN_100m_chanel_7,max_value_KRA_TMIN_100m_chanel_7,mean_value_KRA_TMIN_100m_chanel_7,min_value_KRA_TMIN_100m_chanel_8,max_value_KRA_TMIN_100m_chanel_8,mean_value_KRA_TMIN_100m_chanel_8,min_value_KRA_TMIN_100m_chanel_9,max_value_KRA_TMIN_100m_chanel_9,mean_value_KRA_TMIN_100m_chanel_9,min_value_KRA_TMIN_100m_chanel_10,max_value_KRA_TMIN_100m_chanel_10,mean_value_KRA_TMIN_100m_chanel_10,min_value_KRA_TMIN_100m_chanel_11,max_value_KRA_TMIN_100m_chanel_11,mean_value_KRA_TMIN_100m_chanel_11,min_value_KRA_WATER_SEASONALYTY_100m,max_value_KRA_WATER_SEASONALYTY_100m,mean_value_KRA_WATER_SEASONALYTY_100m
10,49.0,49.0,49.0,40.0,40.0,40.0,39.0,39.0,39.0,38.0,39.0,38.16666793823242,47.0,48.0,47.16666793823242,57.0,57.0,57.0,55.0,55.0,55.0,50.0,50.0,50.0,47.0,47.0,47.0,41.0,41.0,41.0,49.0,49.0,49.0,62.0,62.0,62.0,-99999.0,-99999.0,-99999.0,1.0,1.0,1.0,0.0,0.0,0.0,10,6,0,0,0,0,0,0,0,0,0,132.0,132.0,132.0,-11.0,-11.0,-11.0,-5.0,-5.0,-5.0,39.0,39.0,39.0,117.0,117.0,117.0,168.0,168.0,168.0,211.0,211.0,211.0,235.0,235.0,235.0,226.0,226.0,226.0,176.0,176.0,176.0,113.0,113.0,113.0,49.0,49.0,49.0,11.0,11.0,11.0,16.0,16.0,16.0,74.0,74.0,74.0,115.0,115.0,115.0,156.0,156.0,156.0,208.0,208.0,208.0,249.0,249.0,249.0,273.0,273.0,273.0,265.0,265.0,265.0,215.0,215.0,215.0,150.0,150.0,150.0,78.0,78.0,78.0,38.0,38.0,38.0,-38.0,-38.0,-38.0,-36.0,-36.0,-36.0,4.0,4.0,4.0,77.0,77.0,77.0,129.0,129.0,129.0,174.0,174.0,174.0,198.0,198.0,198.0,187.0,187.0,187.0,136.0,136.0,136.0,77.0,77.0,77.0,21.0,21.0,21.0,-16.0,-16.0,-16.0,0.0,0.0,0.0
11,49.0,49.0,49.0,40.0,40.0,40.0,39.0,39.0,39.0,37.0,39.0,37.730770111083984,47.0,48.0,47.42307662963867,57.0,57.0,57.0,54.0,55.0,54.653846740722656,50.0,50.0,50.0,47.0,47.0,47.0,41.0,42.0,41.346153259277344,49.0,50.0,49.03845977783203,62.0,62.0,62.0,-99999.0,-99999.0,-99999.0,1.0,1.0,1.0,0.0,0.0,0.0,11,0,0,0,0,0,0,0,0,0,26,132.0,132.0,132.0,-11.0,-10.0,-10.923076629638672,-5.0,-5.0,-5.0,39.0,39.0,39.0,116.0,117.0,116.46154022216795,168.0,168.0,168.0,211.0,211.0,211.0,235.0,235.0,235.0,226.0,226.0,226.0,175.0,176.0,175.46153259277344,113.0,113.0,113.0,49.0,49.0,49.0,11.0,11.0,11.0,17.0,17.0,17.0,74.0,75.0,74.11538696289062,115.0,116.0,115.11538696289062,156.0,157.0,156.11538696289062,208.0,209.0,208.84616088867188,249.0,249.0,249.0,273.0,273.0,273.0,265.0,266.0,265.5384521484375,216.0,216.0,216.0,150.0,151.0,150.46153259277344,78.0,79.0,78.53845977783203,38.0,39.0,38.53845977783203,-38.0,-38.0,-38.0,-36.0,-36.0,-36.0,4.0,4.0,4.0,76.0,77.0,76.80769348144531,127.0,128.0,127.92308044433594,172.0,173.0,172.88461303710938,197.0,198.0,197.15383911132807,185.0,186.0,185.88461303710935,135.0,135.0,135.0,75.0,76.0,75.92308044433594,20.0,20.0,20.0,-16.0,-16.0,-16.0,0.0,0.0,0.0
12,49.0,49.0,49.0,40.0,40.0,40.0,39.0,40.0,39.53333282470703,37.0,38.0,37.400001525878906,47.0,47.0,47.0,57.0,57.0,57.0,54.0,55.0,54.79999923706055,50.0,50.0,50.0,47.0,47.0,47.0,41.0,42.0,41.20000076293945,49.0,49.0,49.0,62.0,62.0,62.0,-99999.0,-99999.0,-99999.0,1.0,1.0,1.0,0.0,0.0,0.0,12,0,0,0,0,0,0,0,0,0,15,132.0,132.0,132.0,-11.0,-11.0,-11.0,-5.0,-5.0,-5.0,39.0,39.0,39.0,117.0,117.0,117.0,168.0,168.0,168.0,211.0,211.0,211.0,235.0,235.0,235.0,226.0,226.0,226.0,176.0,176.0,176.0,113.0,113.0,113.0,49.0,49.0,49.0,11.0,11.0,11.0,17.0,17.0,17.0,74.0,74.0,74.0,115.0,115.0,115.0,156.0,156.0,156.0,208.0,209.0,208.3333282470703,249.0,249.0,249.0,273.0,273.0,273.0,265.0,266.0,265.26666259765625,216.0,216.0,216.0,150.0,151.0,150.1999969482422,78.0,79.0,78.4000015258789,38.0,39.0,38.26666641235352,-38.0,-38.0,-38.0,-36.0,-36.0,-36.0,4.0,4.0,4.0,77.0,77.0,77.0,128.0,129.0,128.39999389648438,173.0,173.0,173.0,198.0,198.0,198.0,186.0,186.0,186.0,135.0,136.0,135.8000030517578,76.0,76.0,76.0,20.0,20.0,20.0,-16.0,-16.0,-16.0,0.0,0.0,0.0
13,49.0,50.0,49.875,40.0,40.0,40.0,40.0,40.0,40.0,39.0,41.0,39.625,48.0,49.0,48.875,58.0,58.0,58.0,55.0,55.0,55.0,49.0,49.0,49.0,44.0,45.0,44.625,40.0,40.0,40.0,50.0,50.0,50.0,62.0,63.0,62.875,-99999.0,-99999.0,-99999.0,1.0,1.0,1.0,0.0,0.0,0.0,13,8,0,0,0,0,0,0,0,0,0,128.0,128.0,128.0,-13.0,-13.0,-13.0,-7.0,-7.0,-7.0,38.0,38.0,38.0,116.0,116.0,116.0,167.0,167.0,167.0,210.0,210.0,210.0,234.0,235.0,234.25,225.0,225.0,225.0,174.0,174.0,174.0,112.0,112.0,112.0,48.0,48.0,48.0,8.0,9.0,8.75,17.0,17.0,17.0,75.0,75.0,75.0,117.0,117.0,117.0,158.0,158.0,158.0,210.0,211.0,210.625,251.0,252.0,251.25,276.0,276.0,276.0,269.0,270.0,269.25,218.0,219.0,218.125,152.0,152.0,152.0,78.0,79.0,78.625,37.0,37.0,37.0,-42.0,-42.0,-42.0,-39.0,-38.0,-38.625,2.0,2.0,2.0,74.0,75.0,74.375,124.0,124.0,124.0,169.0,169.0,169.0,193.0,194.0,193.125,181.0,181.0,181.0,131.0,131.0,131.0,71.0,71.0,71.0,17.0,17.0,17.0,-20.0,-19.0,-19.625,0.0,0.0,0.0
14,49.0,49.0,49.0,40.0,40.0,40.0,39.0,39.0,39.0,38.0,39.0,38.22222137451172,47.0,48.0,47.22222137451172,57.0,57.0,57.0,55.0,55.0,55.0,50.0,50.0,50.0,47.0,47.0,47.0,41.0,41.0,41.0,49.0,49.0,49.0,62.0,62.0,62.0,-99999.0,-99999.0,-99999.0,1.0,1.0,1.0,0.0,0.0,0.0,14,0,0,0,0,0,0,0,0,0,9,132.0,132.0,132.0,-11.0,-11.0,-11.0,-5.0,-5.0,-5.0,39.0,39.0,39.0,117.0,117.0,117.0,168.0,168.0,168.0,211.0,211.0,211.0,235.0,235.0,235.0,226.0,226.0,226.0,176.0,176.0,176.0,113.0,113.0,113.0,49.0,49.0,49.0,11.0,11.0,11.0,16.0,16.0,16.0,74.0,74.0,74.0,115.0,115.0,115.0,156.0,156.0,156.0,208.0,208.0,208.0,249.0,249.0,249.0,273.0,273.0,273.0,265.0,265.0,265.0,215.0,215.0,215.0,150.0,150.0,150.0,78.0,78.0,78.0,38.0,38.0,38.0,-38.0,-38.0,-38.0,-36.0,-36.0,-36.0,4.0,4.0,4.0,77.0,77.0,77.0,129.0,129.0,129.0,173.0,174.0,173.77777099609375,198.0,198.0,198.0,186.0,187.0,186.6666717529297,136.0,136.0,136.0,77.0,77.0,77.0,21.0,21.0,21.0,-16.0,-16.0,-16.0,0.0,0.0,0.0
15,49.0,49.0,49.0,40.0,40.0,40.0,39.0,40.0,39.375,39.0,39.0,39.0,47.0,47.0,47.0,57.0,57.0,57.0,55.0,55.0,55.0,50.0,50.0,50.0,47.0,47.0,47.0,40.0,40.0,40.0,50.0,50.0,50.0,62.0,62.0,62.0,270.0,270.0,270.0,1.0,1.0,1.0,0.2864765226840973,0.2864765226840973,0.2864765226840973,15,8,0,0,0,0,0,0,0,0,0,131.0,131.0,131.0,-11.0,-11.0,-11.0,-6.0,-6.0,-6.0,38.0,38.0,38.0,116.0,116.0,116.0,168.0,168.0,168.0,211.0,211.0,211.0,235.0,235.0,235.0,225.0,225.0,225.0,175.0,175.0,175.0,113.0,113.0,113.0,49.0,49.0,49.0,10.0,10.0,10.0,15.0,15.0,15.0,72.0,72.0,72.0,113.0,113.0,113.0,153.0,153.0,153.0,206.0,206.0,206.0,248.0,248.0,248.0,272.0,272.0,272.0,264.0,264.0,264.0,214.0,214.0,214.0,148.0,148.0,148.0,76.0,76.0,76.0,36.0,36.0,36.0,-37.0,-37.0,-37.0,-35.0,-35.0,-35.0,5.0,5.0,5.0,78.0,79.0,78.5,129.0,130.0,129.5,173.0,174.0,173.5,198.0,198.0,198.0,186.0,187.0,186.375,136.0,137.0,136.5,77.0,78.0,77.5,21.0,21.0,21.0,-16.0,-15.0,-15.5,0.0,0.0,0.0
16,38.0,38.0,38.0,29.0,29.0,29.0,30.0,30.0,30.0,46.0,46.0,46.0,55.0,55.0,55.0,69.0,70.0,69.16666412353516,56.0,56.0,56.0,46.0,46.0,46.0,40.0,40.0,40.0,42.0,42.0,42.0,46.0,46.0,46.0,47.0,47.0,47.0,180.0,180.0,180.0,54.0,55.0,54.33333206176758,0.2864765226840973,0.8593722581863403,0.5729339122772217,16,6,0,0,0,0,0,0,0,0,0,121.0,121.0,121.0,-25.0,-25.0,-25.0,-16.0,-16.0,-16.0,36.0,36.0,36.0,119.0,119.0,119.0,166.0,166.0,166.0,206.0,206.0,206.0,235.0,235.0,235.0,226.0,226.0,226.0,176.0,176.0,176.0,107.0,107.0,107.0,44.0,44.0,44.0,2.0,2.0,2.0,8.0,8.0,8.0,81.0,81.0,81.0,129.0,129.0,129.0,176.0,177.0,176.1666717529297,224.0,224.0,224.0,263.0,263.0,263.0,296.0,296.0,296.0,290.0,291.0,290.8333435058594,238.0,238.0,238.0,162.0,162.0,162.0,80.0,80.0,80.0,31.0,31.0,31.0,-59.0,-59.0,-59.0,-53.0,-53.0,-53.0,-8.0,-8.0,-8.0,62.0,62.0,62.0,107.0,107.0,107.0,149.0,149.0,149.0,174.0,174.0,174.0,162.0,162.0,162.0,115.0,115.0,115.0,52.0,52.0,52.0,7.0,7.0,7.0,-28.0,-28.0,-28.0,0.0,0.0,0.0
17,49.0,49.0,49.0,40.0,40.0,40.0,39.0,40.0,39.01960754394531,37.0,39.0,37.80392074584961,47.0,48.0,47.66666793823242,57.0,57.0,57.0,55.0,55.0,55.0,50.0,50.0,50.0,47.0,47.0,47.0,41.0,41.0,41.0,49.0,50.0,49.05882263183594,62.0,62.0,62.0,-99999.0,-99999.0,-99999.0,1.0,1.0,1.0,0.0,0.0,0.0,17,0,0,0,0,0,0,0,0,0,51,132.0,132.0,132.0,-11.0,-11.0,-11.0,-5.0,-5.0,-5.0,39.0,39.0,39.0,116.0,116.0,116.0,168.0,168.0,168.0,211.0,211.0,211.0,235.0,235.0,235.0,226.0,226.0,226.0,175.0,175.0,175.0,113.0,113.0,113.0,49.0,49.0,49.0,11.0,11.0,11.0,17.0,17.0,17.0,74.0,75.0,74.5686264038086,115.0,116.0,115.5686264038086,156.0,157.0,156.56863403320312,209.0,209.0,209.0,249.0,249.0,249.0,273.0,273.0,273.0,265.0,266.0,265.5686340332031,216.0,216.0,216.0,150.0,151.0,150.56863403320312,79.0,79.0,79.0,38.0,39.0,38.568626403808594,-38.0,-38.0,-38.0,-36.0,-36.0,-36.0,4.0,4.0,4.0,76.0,77.0,76.09803771972656,127.0,128.0,127.50980377197266,172.0,173.0,172.5098114013672,197.0,197.0,197.0,185.0,186.0,185.5098114013672,135.0,135.0,135.0,76.0,76.0,76.0,20.0,20.0,20.0,-16.0,-16.0,-16.0,0.0,0.0,0.0
18,50.0,50.0,50.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,49.0,49.0,49.0,58.0,58.0,58.0,55.0,55.0,55.0,49.0,49.0,49.0,44.0,45.0,44.77777862548828,41.0,41.0,41.0,50.0,51.0,50.22222137451172,63.0,63.0,63.0,-99999.0,-99999.0,-99999.0,1.0,2.0,1.1111111640930176,0.0,0.0,0.0,18,9,0,0,0,0,0,0,0,0,0,128.0,128.0,128.0,-13.0,-13.0,-13.0,-7.0,-7.0,-7.0,38.0,38.0,38.0,116.0,116.0,116.0,167.0,167.0,167.0,210.0,210.0,210.0,234.0,234.0,234.0,225.0,225.0,225.0,174.0,174.0,174.0,111.0,111.0,111.0,48.0,48.0,48.0,9.0,9.0,9.0,17.0,17.0,17.0,75.0,75.0,75.0,117.0,117.0,117.0,158.0,158.0,158.0,211.0,211.0,211.0,251.0,251.0,251.0,276.0,276.0,276.0,269.0,269.0,269.0,218.0,218.0,218.0,152.0,152.0,152.0,79.0,79.0,79.0,37.0,37.0,37.0,-42.0,-42.0,-42.0,-39.0,-39.0,-39.0,1.0,2.0,1.7777777910232544,74.0,74.0,74.0,124.0,124.0,124.0,168.0,169.0,168.55555725097656,193.0,193.0,193.0,180.0,181.0,180.55555725097656,130.0,131.0,130.55555725097656,71.0,71.0,71.0,16.0,17.0,16.77777862548828,-20.0,-20.0,-20.0,0.0,0.0,0.0
19,49.0,49.0,49.0,40.0,40.0,40.0,39.0,39.0,39.0,37.0,37.0,37.0,48.0,48.0,48.0,56.0,57.0,56.57143020629883,54.0,54.0,54.0,49.0,50.0,49.57143020629883,47.0,47.0,47.0,41.0,42.0,41.42856979370117,50.0,50.0,50.0,62.0,62.0,62.0,-99999.0,-99999.0,-99999.0,2.0,3.0,2.4285714626312256,0.0,0.0,0.0,19,0,0,0,0,0,0,0,0,0,7,132.0,132.0,132.0,-10.0,-10.0,-10.0,-5.0,-5.0,-5.0,39.0,39.0,39.0,116.0,116.0,116.0,167.0,167.0,167.0,210.0,210.0,210.0,235.0,235.0,235.0,226.0,226.0,226.0,175.0,175.0,175.0,113.0,113.0,113.0,49.0,49.0,49.0,12.0,12.0,12.0,18.0,18.0,18.0,75.0,75.0,75.0,116.0,116.0,116.0,156.0,156.0,156.0,209.0,209.0,209.0,250.0,250.0,250.0,274.0,274.0,274.0,267.0,267.0,267.0,217.0,217.0,217.0,152.0,152.0,152.0,80.0,80.0,80.0,39.0,40.0,39.42856979370117,-39.0,-38.0,-38.28571319580078,-37.0,-36.0,-36.28571319580078,3.0,3.0,3.0,76.0,76.0,76.0,126.0,126.0,126.0,171.0,171.0,171.0,196.0,196.0,196.0,184.0,184.0,184.0,133.0,134.0,133.7142791748047,74.0,75.0,74.71428680419922,19.0,19.0,19.0,-16.0,-16.0,-16.0,0.0,0.0,0.0
20,49.0,49.0,49.0,40.0,40.0,40.0,39.0,39.0,39.0,37.0,38.0,37.5,48.0,48.0,48.0,57.0,57.0,57.0,55.0,55.0,55.0,50.0,50.0,50.0,47.0,47.0,47.0,41.0,41.0,41.0,50.0,50.0,50.0,62.0,62.0,62.0,-99999.0,-99999.0,-99999.0,1.0,2.0,1.0625,0.0,0.0,0.0,20,0,0,0,0,0,0,0,0,0,16,132.0,132.0,132.0,-10.0,-10.0,-10.0,-5.0,-5.0,-5.0,39.0,39.0,39.0,116.0,116.0,116.0,168.0,168.0,168.0,210.0,210.0,210.0,235.0,235.0,235.0,225.0,225.0,225.0,175.0,175.0,175.0,113.0,113.0,113.0,49.0,49.0,49.0,11.0,11.0,11.0,18.0,18.0,18.0,75.0,75.0,75.0,116.0,116.0,116.0,157.0,157.0,157.0,209.0,209.0,209.0,249.0,249.0,249.0,273.0,273.0,273.0,266.0,266.0,266.0,216.0,217.0,216.1875,151.0,152.0,151.1875,79.0,80.0,79.1875,39.0,39.0,39.0,-39.0,-39.0,-39.0,-37.0,-37.0,-37.0,3.0,3.0,3.0,75.0,76.0,75.125,126.0,127.0,126.1875,171.0,172.0,171.75,196.0,197.0,196.0625,184.0,185.0,184.75,134.0,134.0,134.0,75.0,75.0,75.0,19.0,20.0,19.125,-16.0,-16.0,-16.0,0.0,0.0,0.0
21,49.0,49.0,49.0,40.0,40.0,40.0,39.0,39.0,39.0,37.0,37.0,37.0,48.0,48.0,48.0,57.0,57.0,57.0,55.0,55.0,55.0,50.0,50.0,50.0,47.0,47.0,47.0,41.0,41.0,41.0,50.0,50.0,50.0,62.0,62.0,62.0,90.0,90.0,90.0,1.0,2.0,1.1666666269302368,0.2864765226840973,0.2864765226840973,0.2864765226840973,21,0,0,0,0,0,0,0,0,0,6,132.0,132.0,132.0,-10.0,-10.0,-10.0,-5.0,-5.0,-5.0,39.0,39.0,39.0,116.0,116.0,116.0,168.0,168.0,168.0,210.0,210.0,210.0,235.0,235.0,235.0,225.0,225.0,225.0,175.0,175.0,175.0,113.0,113.0,113.0,49.0,49.0,49.0,11.0,11.0,11.0,18.0,18.0,18.0,75.0,75.0,75.0,116.0,116.0,116.0,157.0,157.0,157.0,209.0,209.0,209.0,249.0,249.0,249.0,273.0,273.0,273.0,266.0,266.0,266.0,216.0,217.0,216.3333282470703,151.0,152.0,151.3333282470703,79.0,80.0,79.33333587646484,39.0,39.0,39.0,-39.0,-39.0,-39.0,-37.0,-37.0,-37.0,3.0,3.0,3.0,75.0,75.0,75.0,126.0,126.0,126.0,171.0,172.0,171.6666717529297,196.0,196.0,196.0,184.0,185.0,184.6666717529297,134.0,134.0,134.0,75.0,75.0,75.0,19.0,19.0,19.0,-16.0,-16.0,-16.0,0.0,0.0,0.0
22,49.0,49.0,49.0,40.0,40.0,40.0,39.0,39.0,39.0,37.0,37.0,37.0,48.0,48.0,48.0,57.0,57.0,57.0,54.0,54.0,54.0,49.0,50.0,49.66666793823242,47.0,47.0,47.0,41.0,41.0,41.0,50.0,50.0,50.0,62.0,62.0,62.0,135.0,135.0,135.0,1.0,3.0,2.0,0.4051356017589569,0.4051356017589569,0.4051356017589569,22,0,0,0,0,0,0,0,0,0,6,132.0,132.0,132.0,-10.0,-10.0,-10.0,-5.0,-5.0,-5.0,39.0,39.0,39.0,116.0,116.0,116.0,167.0,167.0,167.0,210.0,210.0,210.0,235.0,235.0,235.0,225.0,225.0,225.0,175.0,175.0,175.0,113.0,113.0,113.0,49.0,49.0,49.0,12.0,12.0,12.0,18.0,18.0,18.0,75.0,75.0,75.0,116.0,116.0,116.0,156.0,156.0,156.0,209.0,209.0,209.0,250.0,250.0,250.0,274.0,274.0,274.0,267.0,267.0,267.0,217.0,217.0,217.0,152.0,152.0,152.0,80.0,80.0,80.0,39.0,40.0,39.5,-39.0,-39.0,-39.0,-37.0,-37.0,-37.0,3.0,3.0,3.0,76.0,76.0,76.0,126.0,126.0,126.0,171.0,171.0,171.0,196.0,196.0,196.0,184.0,184.0,184.0,133.0,134.0,133.1666717529297,74.0,74.0,74.0,19.0,19.0,19.0,-16.0,-16.0,-16.0,0.0,0.0,0.0
23,50.0,50.0,50.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,49.0,49.0,49.0,58.0,58.0,58.0,55.0,55.0,55.0,49.0,49.0,49.0,45.0,45.0,45.0,40.0,40.0,40.0,51.0,51.0,51.0,63.0,63.0,63.0,-99999.0,-99999.0,-99999.0,1.0,1.0,1.0,0.0,0.0,0.0,23,9,0,0,0,0,0,0,0,0,0,128.0,128.0,128.0,-12.0,-12.0,-12.0,-7.0,-7.0,-7.0,38.0,38.0,38.0,116.0,116.0,116.0,167.0,167.0,167.0,209.0,209.0,209.0,234.0,234.0,234.0,224.0,224.0,224.0,174.0,174.0,174.0,111.0,111.0,111.0,48.0,48.0,48.0,9.0,9.0,9.0,17.0,17.0,17.0,75.0,75.0,75.0,117.0,117.0,117.0,158.0,158.0,158.0,210.0,210.0,210.0,251.0,251.0,251.0,275.0,275.0,275.0,268.0,268.0,268.0,218.0,218.0,218.0,152.0,152.0,152.0,79.0,79.0,79.0,37.0,37.0,37.0,-42.0,-42.0,-42.0,-39.0,-39.0,-39.0,1.0,1.0,1.0,74.0,74.0,74.0,123.0,124.0,123.22222137451172,168.0,168.0,168.0,192.0,193.0,192.3333282470703,180.0,180.0,180.0,130.0,130.0,130.0,70.0,71.0,70.44444274902344,16.0,16.0,16.0,-20.0,-20.0,-20.0,0.0,0.0,0.0
